userId,itemid,rating,timestamp
10,1887,2,942766845
10,1719,5,942766472
10,1704,4,942766472
10,1690,3,942766679
10,1611,5,942767029
10,1499,3,942766845
10,1459,3,942766725
10,1423,4,942766420
10,1358,5,942766420
10,1291,4,942767258
10,1240,4,942767258
10,1220,3,942767328
10,1210,4,942767258
10,1200,4,942767258
10,1198,4,942767258
10,1197,4,942767258
10,1196,4,942767258
10,1127,4,942767328
10,1101,2,942767328
10,1089,3,942766420
10,1036,3,942767258
10,735,4,942766974
10,592,3,942767328
10,345,4,942766603
10,344,3,942766603
10,318,4,942766515
10,152,4,942766793
10,50,5,942766420
11,2001,3.5,1391657376
11,1918,3,1391657062
11,1408,5,1391658667
11,1201,5,1391658440
11,1027,4.5,1391658634
11,923,5,1391658556
11,785,3.5,1391656845
11,778,4.5,1391658505
11,296,5,1391658423
11,169,3,1391657297
11,126,4,1391657561
11,70,1,1391656827
11,50,5,1391658537
12,1732,3,968045529
12,1639,2,968045438
12,1387,4,968045475
12,1374,1,968045475
12,1295,1,955407153
12,1235,5,968045354
12,1230,2,968045354
12,1220,5,955407153
12,1215,5,968045353
12,1197,1,955407153
12,1077,3,968045500
12,1032,2,968045561
12,1028,1,968045500
12,737,3,968045764
12,736,4,968045680
12,673,1,968045732
12,608,2,968045353
12,538,3,968045438
12,529,1,968045407
12,253,3,968045587
13,2002,4,1331380741
13,1961,4,1331380745
13,1961,4,1331380745
13,1918,3,1331379386
13,1918,3,1331379386
13,1265,2.5,1331380845
13,1265,2.5,1331380845
13,1259,4,1331380814
13,1259,4,1331380814
13,1027,3,1331379520
13,1027,3,1331379520
13,919,3.5,1331380871
13,919,3.5,1331380871
13,914,4,1331379366
13,914,4,1331379366
13,590,4,1331380062
13,590,4,1331380062
13,587,3,1331380851
13,587,3,1331380851
13,531,4,1331379483
13,531,4,1331379483
13,527,4,1331380901
13,527,4,1331380901
13,524,3.5,1331379485
13,524,3.5,1331379485
13,480,3,1331380025
13,480,3,1331380025
13,362,4.5,1331379479
13,362,4.5,1331379479
13,356,5,1331380018
13,356,5,1331380018
13,318,4.5,1331380029
13,318,4.5,1331380029
13,296,3.5,1331380895
13,296,3.5,1331380895
13,277,4,1331379348
13,277,4,1331379348
13,110,4,1331380038
13,110,4,1331380038
13,47,2.5,1331380914
13,47,2.5,1331380914
13,1,5,1331380058
13,1,5,1331380058
14,1721,3,976243912
14,1196,4,976243997
14,594,1,976243997
14,4,3,976244179
15,2000,3,1052896975
15,1997,5,997938255
15,1994,2.5,1166586228
15,1968,4,1052897128
15,1964,3,997938372
15,1962,3,1033345068
15,1961,3.5,1093028404
15,1956,4,1166587036
15,1955,4.5,1338698424
15,1954,3,1040205792
15,1953,3,997938528
15,1952,3,997938810
15,1950,3,1058249502
15,1945,4,997938954
15,1923,4.5,1054449908
15,1921,4,1052896819
15,1917,2,1052896916
15,1914,3.5,1054449899
15,1912,5,1033345241
15,1909,2,1052896819
15,1904,3.5,1075142949
15,1897,1.5,1054450597
15,1895,2.5,1469330584
15,1889,3,1054449827
15,1883,4,1052897043
15,1882,1.5,1166586478
15,1876,2,1134521539
15,1862,2,1469330647
15,1860,4,997939439
15,1859,5,997938834
15,1845,4,1052897012
15,1836,2,1469330727
15,1834,3.5,1058250734
15,1831,2,1166586439
15,1827,4,997938676
15,1816,2.5,1465881179
15,1810,2.5,1166587162
15,1807,1.5,1093028022
15,1805,3,997938391
15,1792,3,1458506454
15,1784,3,1033345287
15,1779,1,1166586707
15,1777,2,1134521514
15,1754,3.5,1460076717
15,1753,1,1349622617
15,1752,3.5,1469330699
15,1748,4,997938451
15,1747,3.5,1134521589
15,1735,0.5,1166981862
15,1732,3.5,1054449676
15,1729,1,1033344286
15,1722,3.5,1134521534
15,1721,1.5,1093028339
15,1719,4,997938931
15,1717,4,1166586533
15,1704,4,1033345148
15,1694,3,997938879
15,1690,1,1134521603
15,1689,4.5,1465880892
15,1682,2,997939424
15,1680,3,1166586583
15,1676,4,1052896916
15,1673,3,1033345299
15,1663,3,1058250115
15,1653,3,1052896685
15,1649,2,997938647
15,1645,3,997938413
15,1644,1.5,1166586517
15,1639,4,1054449877
15,1635,4,1033345134
15,1625,4,997938391
15,1617,5,997938346
15,1616,3,1166587214
15,1615,3,997939193
15,1610,3,1040205754
15,1608,1,1093070221
15,1597,2,1134521585
15,1589,2,1093028013
15,1584,4,1052896685
15,1580,4,997939179
15,1573,4,997938476
15,1569,3.5,1134521624
15,1562,1.5,1166586212
15,1556,2.5,1166587010
15,1552,1.5,1134521507
15,1546,4,997938322
15,1544,1,1093070319
15,1529,3,997939393
15,1527,1,1052896819
15,1517,3,997939453
15,1513,2,1033344937
15,1503,1,1035258747
15,1502,1.5,1425876701
15,1500,3,1093070210
15,1485,3,1093070397
15,1484,3,997938358
15,1483,3,1193435343
15,1479,1.5,1338699256
15,1476,3,1134522057
15,1466,4,997939439
15,1464,4,997938391
15,1449,4,997939358
15,1407,5,997938219
15,1405,3,1052897043
15,1396,4,1055439459
15,1394,4,997939021
15,1393,3.5,1058250612
15,1391,0.5,1093070145
15,1387,4,1040205754
15,1385,3,1458506268
15,1380,2.5,1166586012
15,1377,3,1093070479
15,1370,3,1093070198
15,1361,3.5,1361078494
15,1358,1,997938500
15,1356,2,1052896819
15,1342,2,1033345050
15,1339,2,1134521654
15,1334,2,1052896916
15,1333,2,997938219
15,1320,3,1134521497
15,1307,5,997938162
15,1304,3,1040205753
15,1303,2,1054450251
15,1302,3,1093070459
15,1297,4,1166587005
15,1293,4,997938894
15,1291,4,997939144
15,1290,3,1035258608
15,1289,4,1465793922
15,1288,4,1163876491
15,1287,2,1033345087
15,1284,3,1345397986
15,1283,3,1416120074
15,1281,1,1063565335
15,1280,3,997938941
15,1276,2.5,1054450208
15,1272,3.5,1054450246
15,1270,5,997938451
15,1267,5,997938500
15,1266,4,997939360
15,1265,4,997938171
15,1264,3,997938162
15,1263,4,1120208625
15,1262,1.5,1134521651
15,1260,3,997938981
15,1259,3,997938917
15,1258,4,997938219
15,1254,3.5,1345398347
15,1252,5,997938346
15,1251,3,997938749
15,1250,4,997938760
15,1249,3,997938500
15,1248,3,997938509
15,1247,5,997938171
15,1246,1,1093070174
15,1244,5,997938151
15,1243,2,1033345172
15,1240,3,997938451
15,1199,1,1093070386
15,1198,4,997939111
15,1197,1,1040205753
15,1196,5,997938438
15,1193,5,997938760
15,1189,3.5,1361078481
15,1186,4.5,1166586456
15,1183,2,1443384910
15,1179,4,1033344257
15,1178,3,997938771
15,1176,4,997938862
15,1173,3,1193435335
15,1171,4,1054449673
15,1148,3,997938288
15,1147,3.5,1386368101
15,1136,2.5,1128274586
15,1131,2.5,1345397949
15,1127,4,997939162
15,1120,1,1055439464
15,1101,3,1093070163
15,1100,2.5,1458506296
15,1097,4,997938466
15,1095,4,1040205624
15,1094,4,1033345199
15,1093,2,1166586415
15,1092,2.5,1193436089
15,1089,4,997938528
15,1088,2,1122576683
15,1084,3,997938787
15,1079,4,997937239
15,1073,3,997938603
15,1060,4,1054450184
15,1059,1.5,1166586136
15,1047,2.5,1348976598
15,1041,5,997938905
15,1036,4,997938528
15,1035,2,1034544304
15,1020,2,1166586619
15,994,4,997939453
15,953,3,997938800
15,931,1,1058250466
15,926,3,1044219825
15,924,5,997938358
15,923,5,997938727
15,922,1,1040205624
15,920,3.5,1093070090
15,919,3,997938737
15,916,1,1128274460
15,914,1.5,1058250501
15,913,4,1416119525
15,912,5,997938140
15,911,4,1058250459
15,910,2.5,1122576681
15,909,4,997939604
15,908,5,997938500
15,904,5,997938346
15,903,5,997938346
15,899,5,1058250570
15,866,4,997938567
15,858,5,997938703
15,851,4,1035258747
15,836,2,1166586995
15,832,1,1166586002
15,804,3.5,1134522085
15,803,4.5,1054450008
15,802,1,1128274713
15,800,5,997938391
15,799,3,1136904835
15,788,1.5,1134521382
15,786,0.5,1093028395
15,785,3,1033344834
15,784,2.5,1093070207
15,780,2.5,1093028151
15,778,4,1054450167
15,762,2,1093070454
15,750,4,997938438
15,748,2.5,1166586565
15,745,3,997938288
15,736,1,1093028237
15,733,3.5,1093028260
15,724,2,1166586237
15,720,3,1033345122
15,708,3,1093028406
15,680,2,1052896867
15,674,3,1052896916
15,665,3,997939348
15,663,2,1035258608
15,648,4,1093028231
15,647,1.5,1134521628
15,628,2.5,1093070326
15,610,3,1052896916
15,608,5,997938500
15,597,2.5,1093028267
15,594,2.5,1245021392
15,593,5,997938500
15,592,4,997939162
15,590,3,1093028142
15,589,4,997938451
15,588,0.5,1093028161
15,587,1,1093028322
15,586,2,1093028377
15,574,3,1141391972
15,562,3,1166586512
15,556,3.5,1361078504
15,555,4,1033344257
15,551,2,997939055
15,549,5,997938676
15,543,3,1093070381
15,541,5,997938438
15,540,1.5,1240203835
15,539,2,1093028325
15,535,3,1033345148
15,527,4,997937239
15,524,2.5,1166586387
15,520,3.5,1443384915
15,509,2,1093028389
15,508,1.5,1093028394
15,500,3,1035258747
15,494,4,1093028414
15,485,0.5,1093070332
15,483,1,997938905
15,481,3,1166586748
15,480,3,997939193
15,474,3,1093028384
15,471,3,1166586067
15,466,2.5,1134521456
15,457,5,997938567
15,454,3,1093028323
15,442,1,1193435522
15,441,4,997938322
15,440,2.5,1058250627
15,435,1,1093070102
15,434,3,1093028320
15,431,4,1132469126
15,429,1,1465955324
15,382,3.5,1166586661
15,380,4,997939179
15,377,4,1033344267
15,373,3.5,1054449871
15,372,3,1465793100
15,371,2,1443385370
15,370,3.5,1122576670
15,367,2,1374637824
15,364,4,997939065
15,357,3.5,1058250490
15,356,1,1058250631
15,355,0.5,1122576667
15,353,3,1093070088
15,349,3,997939193
15,344,2,1093028220
15,342,3,1058250589
15,339,2.5,1122576622
15,335,2,997938391
15,329,1.5,1093028255
15,322,2.5,1120209787
15,318,2,997938727
15,317,1,1093028399
15,316,3,1052896866
15,308,4,1052897100
15,307,4,997938894
15,306,5,997938737
15,300,4,1054449869
15,296,5,997938771
15,293,5,997938567
15,292,1,1093028298
15,288,2,1093028372
15,265,1,1058250479
15,260,5,997938437
15,253,2,1093028328
15,252,2,1093070318
15,247,2,997938567
15,246,5,997938656
15,237,3.5,1166586251
15,235,4,997939415
15,233,4,1033344772
15,232,4,1033345227
15,231,3.5,1093028308
15,230,1,1033345068
15,225,1,1134521432
15,223,4,997939415
15,216,1,1349622582
15,215,4.5,1054449903
15,214,2,1033345241
15,208,1.5,1193435482
15,198,1.5,1134521967
15,196,2,1093070170
15,193,1,1193435347
15,185,2,1052896916
15,180,3,1166586276
15,176,4,1046209579
15,175,4,1166587180
15,172,1,1093070329
15,170,2.5,1166586376
15,165,3,1093028183
15,164,4,997938413
15,163,2,1166586021
15,162,4,997938676
15,161,3,1093028319
15,160,0.5,1093028411
15,157,2,1052896975
15,153,1,1128274517
15,150,3,997939380
15,149,5,1075142933
15,145,3.5,1134521543
15,125,3.5,1245362506
15,123,4,997938358
15,112,2.5,1093070156
15,111,5,997938500
15,110,3,1040205792
15,107,2,1166586594
15,105,2,1093070114
15,104,1,1093070113
15,102,5,1134522073
15,101,4,1134522072
15,96,2.5,1093028332
15,95,1.5,1093028331
15,95,4,1166587064
15,94,3,1166587063
15,83,5,1044220303
15,82,5,1044220302
15,71,1.5,1093070468
15,70,0.5,1093070467
15,63,3,1093028337
15,62,2,1093028336
15,53,3.5,1093070272
15,52,2.5,1093070271
15,51,5,997938501
15,50,5,997938500
15,48,5,1054449817
15,47,5,1054449816
15,45,4,1122576666
15,44,3,1122576665
15,40,3.5,1093028335
15,39,2.5,1093028334
15,37,2,1033345288
15,36,1,1033345287
15,35,4,997938311
15,34,3,997938310
15,33,5,997938467
15,32,4,997938466
15,26,4,1033345173
15,25,3,1033345172
15,23,3.5,1093070416
15,22,2.5,1093070415
15,22,5,1058249529
15,21,4.5,1058249528
15,20,2,1093028410
15,19,1,1093028409
15,18,4,997939405
15,17,3,997939404
15,17,4.5,1093070151
15,16,3.5,1093070150
15,15,3.5,1166586287
15,14,2.5,1166586286
15,12,3.5,1093028382
15,11,2.5,1093028381
15,11,4,1093028291
15,10,3,1093028290
15,7,5,1040205754
15,6,4,1040205753
15,6,5,1093070099
15,5,4.5,1093070098
15,3,3,1134521381
15,2,2,1134521380
15,2,3,997938311
15,1,2,997938310
16,1961,3.5,1178364916
16,1704,5,1178363907
16,1653,5,1137577694
16,750,4,1137577630
16,527,4,1178364921
16,337,4,1137577638
16,318,4,1178364881
16,50,4.5,1178364904
17,1997,4,1127469217
17,1923,3,1127469612
17,1921,5,1127470262
17,1884,5,1127472570
17,1834,4.5,1127471258
17,1809,3,1127469129
17,1748,4.5,1127470043
17,1732,4,1127468617
17,1729,2.5,1127470069
17,1721,0.5,1127472770
17,1704,4,1127469601
17,1674,4.5,1127474863
17,1673,4.5,1127469912
17,1653,5,1127468587
17,1645,3.5,1127469988
17,1627,4,1127471602
17,1625,5,1127469905
17,1617,4.5,1127469527
17,1597,2.5,1127469976
17,1580,2.5,1127469521
17,1570,2.5,1127475516
17,1517,3,1127469661
17,1466,4.5,1127469223
17,1464,5,1127468930
17,1411,5,1127473298
17,1396,3,1127468688
17,1348,5,1127470930
17,1333,2,1127470062
17,1298,4.5,1127473670
17,1270,4.5,1127469473
17,1267,5,1127470095
17,1265,4.5,1127469234
17,1263,4.5,1127470072
17,1258,3.5,1127469694
17,1255,2,1127472442
17,1252,5,1127468638
17,1251,3.5,1127470489
17,1249,2.5,1127470114
17,1248,5,1127468791
17,1246,5,1127469721
17,1245,4,1127470820
17,1244,4,1127470206
17,1241,0.5,1127472490
17,1240,3,1127474779
17,1237,5,1127469169
17,1235,5,1127470230
17,1232,5,1127471445
17,1230,5,1127469749
17,1221,5,1127469002
17,1220,4,1127469667
17,1218,4,1127474633
17,1213,5,1127469622
17,1212,5,1127468800
17,1210,3.5,1127473503
17,1206,5,1127469650
17,1199,4.5,1127469923
17,1193,4.5,1127469556
17,1175,4.5,1127470987
17,1173,1,1127472932
17,1136,5,1127469568
17,1104,3.5,1127470400
17,1095,2,1127471148
17,1092,4,1127469973
17,1089,5,1127469308
17,1079,2.5,1127469628
17,1077,4,1127473686
17,1036,2.5,1127473110
17,965,3.5,1127470607
17,942,3.5,1127470622
17,931,4.5,1127474822
17,930,3.5,1127472146
17,928,4.5,1127471079
17,924,4.5,1127469594
17,923,4.5,1127469756
17,922,5,1127468822
17,913,5,1127468808
17,912,4.5,1127471471
17,910,3.5,1127470036
17,908,5,1127468595
17,904,4.5,1127468627
17,903,5,1127468839
17,866,4.5,1127470263
17,858,5,1127469000
17,778,4.5,1127469230
17,736,2.5,1127469466
17,714,4.5,1127473893
17,680,4.5,1127472555
17,608,3.5,1127469440
17,593,4.5,1127469396
17,590,3,1127469416
17,555,4,1127469779
17,541,5,1127469561
17,527,4,1127469434
17,492,5,1127472949
17,482,0.5,1127475344
17,480,0.5,1127469407
17,431,4.5,1127471468
17,377,0.5,1127469444
17,356,2.5,1127469401
17,348,3.5,1127470013
17,318,5,1127469420
17,307,3.5,1127471192
17,296,5,1127469297
17,293,4,1127469604
17,288,2,1127469552
17,260,3.5,1127474688
17,247,2,1127471027
17,235,5,1127469684
17,223,2.5,1127469577
17,198,5,1127468896
17,194,4,1127470280
17,185,3,1127469509
17,172,3.5,1127468646
17,170,4,1127470242
17,111,5,1127469023
17,50,5,1127469450
17,47,5,1127469246
17,36,4.5,1127469535
17,32,4.5,1127469436
17,29,4.5,1127470880
17,25,4.5,1127469531
17,6,4.5,1127469542
18,880,1,856007587
18,852,3,856007279
18,849,4,856007587
18,832,3,856007219
18,818,3,856092135
18,805,4,856007147
18,802,4,856007219
18,788,3,856007075
18,786,4,856006982
18,785,4,856007495
18,780,3,856006885
18,765,2,856007587
18,762,1,856007147
18,748,3,856007359
18,743,3,856007219
18,736,2,856006885
18,733,4,856006982
18,719,3,856007219
18,708,4,856007075
18,707,3,856007279
18,653,4,856007075
18,648,3,856006886
18,640,3,856007359
18,628,4,856007147
18,608,4,856006982
18,494,3,856006982
18,376,3,856007075
18,260,3,856007075
18,141,4,856006885
18,140,3,856007147
18,100,4,856007279
18,95,3,856006886
18,92,3,856007409
18,86,4,856007409
18,85,4,856007495
18,81,3,856007495
18,79,2,856007147
18,76,3,856007359
18,74,2,856007279
18,62,4,856006886
18,52,3,856007075
18,36,3,856006982
18,32,5,856006885
18,25,5,856006886
18,18,3,856007359
18,17,4,856006886
18,14,2,856007147
18,9,3,856007219
18,7,3,856006982
18,6,4,856006982
18,5,3,856006982
19,1441,3,855192982
19,1408,3,855192910
19,1405,3,855190404
19,1396,3,855193012
19,1394,5,855192061
19,1393,3,855190404
19,1391,2,855190404
19,1389,1,855194693
19,1388,1,855193946
19,1387,5,855192033
19,1385,3,855193076
19,1382,1,855194188
19,1381,3,855194670
19,1380,3,855193194
19,1378,2,855193244
19,1377,3,855193700
19,1376,3,855192740
19,1375,4,855193244
19,1374,3,855192496
19,1373,3,855193845
19,1372,2,855193035
19,1371,4,855193404
19,1370,4,855192636
19,1357,4,855190571
19,1356,3,855190199
19,1354,5,855190606
19,1350,3,855192814
19,1348,5,855192496
19,1347,3,855192835
19,1345,4,855192605
19,1344,5,855192636
19,1343,4,855192558
19,1342,3,855193358
19,1339,3,855192773
19,1336,3,855194641
19,1334,3,855193599
19,1333,4,855192090
19,1332,2,855193932
19,1327,3,855193806
19,1321,3,855192308
19,1320,3,855193628
19,1307,3,855192558
19,1306,3,855193274
19,1304,3,855192120
19,1302,3,855192210
19,1299,4,855192308
19,1298,1,855192455
19,1297,4,855192717
19,1292,4,855192255
19,1291,3,855192090
19,1290,3,855193035
19,1288,5,855191816
19,1287,4,855192517
19,1286,4,855193358
19,1285,3,855191846
19,1284,4,855191930
19,1283,4,855192120
19,1282,4,855191846
19,1278,4,855191654
19,1276,4,855191930
19,1275,3,855192605
19,1274,4,855192636
19,1272,3,855191964
19,1271,3,855192455
